Day,Keyword,Match type,Region,Cost,Clicks,day_of_week,is_weekend,month,is_public_holiday,days_to_next_course_start,Competition,Competition (indexed value),Top of page bid (low range),Top of page bid (high range),last_month_searches,three_month_avg,six_month_avg,mom_change,search_trend,llm_relevance_score
2022-09-14,mit mbse,Exact match,USA,2.62,1,Wednesday,0,Sep,0,12,Medium,50.0,2.96,10.95,2.3978952727983707,3.0519965924087002,3.0519965924087007,0.6690496289808849,-1.1976195368092883e-16,5
2022-09-14,mit systems engineering masters,Exact match,USA,5.14,1,Wednesday,0,Sep,0,12,Medium,60.0,4.27,17.3,3.713572066704308,3.3041656155645724,3.066572832489822,0.0,0.14444570368196977,5
2022-09-14,mit systems architecture,Exact match,USA,3.77,1,Wednesday,0,Sep,0,12,Medium,63.0,2.97,11.89,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.018475061855001446,4
2022-09-14,mit systems architecture,Broad match,USA,6.53,1,Wednesday,0,Sep,0,12,Medium,63.0,2.97,11.89,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.018475061855001446,4
2022-09-14,mit xpro systems engineering,Exact match,USA,2.94,2,Wednesday,0,Sep,0,12,Medium,53.0,4.25,18.02,3.044522437723423,4.042110380829989,4.00573478649332,0.33085424431698973,0.018707448516001427,5
2022-09-14,mitx systems engineering,Exact match,USA,9.19,2,Wednesday,0,Sep,0,12,Medium,57.0,2.37,12.98,2.3978952727983707,2.958801638335647,2.786119649721184,0.38946476676172326,0.11106300938810779,5
2022-09-14,information technology degree,Phrase match,USA,7.91,1,Wednesday,0,Sep,0,12,Medium,62.0,8.28,40.0,7.550135342488429,8.188966863648876,8.222403564175911,0.0,-0.005732005804635044,5
2022-09-14,information technology certificate,Phrase match,USA,3.55,1,Wednesday,0,Sep,0,12,High,76.0,5.0,16.64,4.51085950651685,5.281793274484932,5.35226941628827,0.0,-0.03638588417732962,5
2022-09-14,information systems courses,Phrase match,USA,6.22,1,Wednesday,0,Sep,0,12,Low,33.0,3.48,14.83,5.14166355650266,5.562606554642926,5.562606554642925,0.20692071580732208,0.036128300771461314,4
2022-09-14,online engineering degree courses,Phrase match,USA,53.71,8,Wednesday,0,Sep,0,12,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2022-09-14,online technology courses,Phrase match,USA,94.59,8,Wednesday,0,Sep,0,12,Low,17.0,5.22,34.91,4.948759890378168,4.411629985131655,4.419881474244996,0.44685032427101845,0.03547237438437015,4
2022-09-14,gis certification courses,Phrase match,USA,15.63,3,Wednesday,0,Sep,0,12,Medium,54.0,2.53,9.11,4.2626798770413155,3.6931283013045935,3.6282175068443063,0.2795848622191617,0.07161410166419821,5
2022-09-14,gis certification programs,Phrase match,USA,12.25,4,Wednesday,0,Sep,0,12,Medium,50.0,2.28,8.31,6.580639137284949,6.379440808265604,6.243127420832283,0.19882311987885082,0.08139615108335303,5
2022-09-14,mbse training,Broad match,USA,5.17,1,Wednesday,0,Sep,0,12,Medium,61.0,2.59,7.15,3.9318256327243257,4.577083071448678,4.610194853914592,0.0,-0.039734138959096665,4
2022-09-14,control systems course,Broad match,USA,59.34,7,Wednesday,0,Sep,0,12,Low,18.0,2.13,5.94,4.709530201312334,4.428132963358339,4.386769691779083,0.2481796294755343,0.021272539669331576,4
2022-09-14,mbse training,Exact match,USA,24.46,3,Wednesday,0,Sep,0,12,Medium,61.0,2.59,7.15,3.9318256327243257,4.577083071448678,4.610194853914592,0.0,-0.039734138959096665,4
2022-09-14,model based systems engineering course,Broad match,USA,60.98,5,Wednesday,0,Sep,0,12,High,82.0,2.83,8.0,3.713572066704308,4.643306636380506,4.643306636380506,-0.19867069479548416,1.1976195368092883e-16,4
2022-09-14,system engineering training,Exact match,USA,4.34,1,Wednesday,0,Sep,0,12,High,77.0,2.84,9.17,3.9318256327243257,5.14166355650266,5.211728415493796,0.0,-0.03603335605258403,4
2022-09-14,system engineering education,Broad match,USA,29.42,3,Wednesday,0,Sep,0,12,Medium,50.0,3.75,9.14,3.044522437723423,3.3041656155645724,3.535022552771252,0.0,-0.09647129531990851,4
2022-09-14,systems engineering certificate online,Broad match,USA,48.68,2,Wednesday,0,Sep,0,12,High,82.0,4.15,11.06,3.4339872044851463,5.352680699100474,5.110848679895016,0.21019457697340638,0.11221862280014278,4
2022-09-14,systems engineering certificate online,Exact match,USA,29.75,1,Wednesday,0,Sep,0,12,High,82.0,4.15,11.06,3.4339872044851463,5.352680699100474,5.110848679895016,0.21019457697340638,0.11221862280014278,4
2022-09-15,electrical engineering degree,Broad match,A,9.59,7,Thursday,0,Sep,0,11,Medium,51.0,4.08,26.03,8.38958706681109,8.188966863648876,8.188966863648874,0.0,0.0,5
2022-09-15,electrical engineering program,Broad match,A,5.13,3,Thursday,0,Sep,0,11,Medium,59.0,4.24,23.27,4.948759890378168,5.14166355650266,5.045211723440414,0.0,0.049603799860583594,5
2022-09-15,electrical engineering programs,Broad match,A,2.73,1,Thursday,0,Sep,0,11,Medium,59.0,4.24,23.27,4.948759890378168,5.14166355650266,5.045211723440414,0.0,0.049603799860583594,4
2022-09-15,online computer engineering degree,Broad match,A,35.46,11,Thursday,0,Sep,0,11,High,73.0,9.89,55.0,6.78105762593618,6.996132679047649,6.952443729181433,0.26213369919728446,0.03744767131389738,4
2022-09-15,university degree courses,Phrase match,A,0.9,1,Thursday,0,Sep,0,11,Low,27.0,4.31,18.99,5.14166355650266,5.633493979258468,5.735345290670133,0.0,-0.06420471534356065,4
2022-09-15,courses at university,Phrase match,A,20.87,18,Thursday,0,Sep,0,11,Low,25.0,2.59,12.46,6.175867270105761,6.514364763991999,6.448090390699048,0.0,0.045445284543737106,4
2022-09-15,university undergraduate courses,Phrase match,A,2.87,2,Thursday,0,Sep,0,11,Low,14.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.09237530927500734,4
2022-09-15,electrical university,Broad match,A,2.25,2,Thursday,0,Sep,0,11,High,84.0,1.21,32.23,4.51085950651685,4.577083071448678,4.683178251224812,-0.19867069479548416,-0.06823350326005939,5
2022-09-15,online engineering degree courses,Phrase match,A,5.68,2,Thursday,0,Sep,0,11,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2022-09-15,online certificate courses in engineering,Broad match,A,29.69,11,Thursday,0,Sep,0,11,Medium,49.0,4.48,21.42,3.713572066704308,3.4339872044851467,3.3041656155645716,0.0,0.0667653885877239,5
2022-09-15,all university courses,Phrase match,A,10.38,10,Thursday,0,Sep,0,11,Low,32.0,1.47,5.8,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,4
2022-09-15,online engineering degree courses,Exact match,A,0.62,1,Thursday,0,Sep,0,11,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2022-09-15,mbse course,Exact match,A,3.76,2,Thursday,0,Sep,0,11,High,82.0,2.83,8.0,3.713572066704308,4.643306636380506,4.643306636380506,-0.19867069479548416,1.1976195368092883e-16,4
2022-09-15,system engineering schools,Broad match,A,1.08,1,Thursday,0,Sep,0,11,High,68.0,5.32,17.99,4.948759890378168,4.789273431000946,4.933317882731054,0.23922968906583453,-0.060409735800294025,4
2022-09-15,systems engineer education requirements,Broad match,A,15.22,4,Thursday,0,Sep,0,11,Low,17.0,2.24,11.08,3.713572066704308,3.1743440266439973,3.535476015063654,0.38946476676172326,-0.13209230392446708,4
2022-09-15,engineering study,Phrase match,A,24.28,15,Thursday,0,Sep,0,11,Low,23.0,4.71,15.24,5.771441123130016,5.974899421222044,5.838683486208143,0.6103748942760827,0.10493247482292488,3
2022-09-15,systems engineer education,Phrase match,A,0.61,1,Thursday,0,Sep,0,11,Medium,50.0,3.75,9.14,3.044522437723423,3.3041656155645724,3.535022552771252,0.0,-0.09647129531990851,4
2022-09-15,cloud computing architecture,Broad match,A,12.64,7,Thursday,0,Sep,0,11,Low,23.0,3.56,10.82,5.351858133476067,6.514364763991999,6.602453785772249,0.0,-0.06405239074585853,3
2022-09-15,mechatronic systems engineering,Broad match,A,3.37,2,Thursday,0,Sep,0,11,Low,1.0,0.0,0.0,2.3978952727983707,3.044522437723423,3.3324497751773383,0.0,-0.16405319424596587,3
2022-09-15,computer systems engineering,Broad match,A,2.7,2,Thursday,0,Sep,0,11,Low,9.0,4.09,16.17,6.78105762593618,6.714251463052437,6.7902202622873205,0.20041848865123058,-0.04636664837102935,3
2022-09-15,energy and power engineering,Broad match,A,2.96,2,Thursday,0,Sep,0,11,Low,7.0,1.7,9.96,4.948759890378168,3.8034130494102563,3.977904089172954,0.5491078103370075,-0.042384382017606394,3
2022-09-15,modern enterprise architecture,Broad match,A,2.08,1,Thursday,0,Sep,0,11,Low,32.0,5.39,13.34,3.4339872044851463,3.4339872044851467,3.5271821585581997,0.0,-0.04792883352328466,3
2022-09-15,computer systems engineering,Broad match,A,21.07,6,Thursday,0,Sep,0,11,Low,9.0,4.09,16.17,6.78105762593618,6.714251463052437,6.7902202622873205,0.20041848865123058,-0.04636664837102935,3
2022-09-15,mbse training,Phrase match,A,1.62,1,Thursday,0,Sep,0,11,Medium,61.0,2.59,7.15,3.9318256327243257,4.577083071448678,4.610194853914592,0.0,-0.039734138959096665,4
2022-09-15,mbse training,Exact match,A,2.22,1,Thursday,0,Sep,0,11,Medium,61.0,2.59,7.15,3.9318256327243257,4.577083071448678,4.610194853914592,0.0,-0.039734138959096665,4
2022-09-15,system engineering training,Broad match,A,13.16,4,Thursday,0,Sep,0,11,High,77.0,2.84,9.17,3.9318256327243257,5.14166355650266,5.211728415493796,0.0,-0.03603335605258403,4
2022-09-15,system engineering training course,Broad match,A,1.73,1,Thursday,0,Sep,0,11,Medium,51.0,3.53,8.78,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2022-09-15,system engineering training course,Phrase match,A,1.07,1,Thursday,0,Sep,0,11,Medium,51.0,3.53,8.78,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2022-09-15,msc engineering,Broad match,A,12.04,6,Thursday,0,Sep,0,11,Low,6.0,3.98,16.2,5.14166355650266,5.493632982707151,5.529076695014922,-0.21266227384662706,-0.030380324835232477,3
2022-09-15,ms engineer,Broad match,A,3.39,1,Thursday,0,Sep,0,11,Low,3.0,3.07,8.06,4.948759890378168,5.14166355650266,5.109512945481911,0.0,0.005511533317842595,3
2022-09-15,mit system engineering,Broad match,A,8.44,2,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering,Broad match,A,31.81,9,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering,Exact match,A,19.18,7,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering,Phrase match,A,8.67,1,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering masters,Broad match,A,2.86,3,Thursday,0,Sep,0,11,Medium,60.0,4.27,17.3,3.713572066704308,3.3041656155645724,3.066572832489822,0.0,0.14444570368196977,5
2022-09-15,mit architecture and systems engineering,Broad match,A,22.39,4,Thursday,0,Sep,0,11,Medium,49.0,2.51,15.17,3.044522437723423,3.1743440266439973,3.2858522981408114,0.0,-0.117833647955082,4
2022-09-15,mit model based systems engineering,Broad match,A,31.48,6,Thursday,0,Sep,0,11,Medium,45.0,0.0,0.0,2.3978952727983707,2.958801638335647,2.8938908438753597,1.0360919316867756,0.018687700113100437,4
2022-09-15,mit system engineering,Exact match,A,2.72,2,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering masters,Exact match,A,2.72,1,Thursday,0,Sep,0,11,Medium,60.0,4.27,17.3,3.713572066704308,3.3041656155645724,3.066572832489822,0.0,0.14444570368196977,5
2022-09-15,mit model based systems engineering,Exact match,A,31.01,4,Thursday,0,Sep,0,11,Medium,45.0,0.0,0.0,2.3978952727983707,2.958801638335647,2.8938908438753597,1.0360919316867756,0.018687700113100437,4
2022-09-15,mit mbse certificate,Broad match,A,2.39,1,Thursday,0,Sep,0,11,Medium,57.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,4
2022-09-15,mit systems architecture,Broad match,A,2.5,3,Thursday,0,Sep,0,11,Medium,63.0,2.97,11.89,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.018475061855001446,4
2022-09-15,computer systems engineering,Broad match,B,5.23,7,Thursday,0,Sep,0,11,Low,9.0,4.09,16.17,6.78105762593618,6.714251463052437,6.7902202622873205,0.20041848865123058,-0.04636664837102935,3
2022-09-15,mit systems engineering,Broad match,B,3.47,3,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering,Exact match,B,3.51,2,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering,Phrase match,B,3.22,2,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering masters,Broad match,B,23.88,13,Thursday,0,Sep,0,11,Medium,60.0,4.27,17.3,3.713572066704308,3.3041656155645724,3.066572832489822,0.0,0.14444570368196977,5
2022-09-15,mit systems engineering certificate,Exact match,B,0.12,1,Thursday,0,Sep,0,11,High,75.0,2.4,9.08,3.9318256327243257,4.51085950651685,4.510859506516851,0.0,0.0,5
2022-09-15,mit architecture and systems engineering,Broad match,B,5.0,2,Thursday,0,Sep,0,11,Medium,49.0,2.51,15.17,3.044522437723423,3.1743440266439973,3.2858522981408114,0.0,-0.117833647955082,4
2022-09-15,mit model based systems engineering,Broad match,B,16.94,5,Thursday,0,Sep,0,11,Medium,45.0,0.0,0.0,2.3978952727983707,2.958801638335647,2.8938908438753597,1.0360919316867756,0.018687700113100437,4
2022-09-15,mit systems architecture,Broad match,B,1.62,1,Thursday,0,Sep,0,11,Medium,63.0,2.97,11.89,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.018475061855001446,4
2022-09-15,engineering study,Exact match,B,0.22,1,Thursday,0,Sep,0,11,Low,23.0,4.71,15.24,5.771441123130016,5.974899421222044,5.838683486208143,0.6103748942760827,0.10493247482292488,3
2022-09-15,engineering study,Phrase match,B,9.42,8,Thursday,0,Sep,0,11,Low,23.0,4.71,15.24,5.771441123130016,5.974899421222044,5.838683486208143,0.6103748942760827,0.10493247482292488,3
2022-09-15,software engineer institute,Exact match,B,0.2,1,Thursday,0,Sep,0,11,Low,3.0,3.06,14.25,6.90875477931522,6.714251463052437,6.7902202622873205,0.20041848865123058,-0.04636664837102935,5
2022-09-15,online computer engineering degree,Broad match,B,10.43,6,Thursday,0,Sep,0,11,High,73.0,9.89,55.0,6.78105762593618,6.996132679047649,6.952443729181433,0.26213369919728446,0.03744767131389738,4
2022-09-15,mit online,Broad match,B,43.17,29,Thursday,0,Sep,0,11,Medium,54.0,2.89,9.12,6.3818160174060985,6.58063913728495,6.680848381610564,0.0,-0.05153618279603056,4
2022-09-15,online computer engineering degree,Exact match,B,1.77,1,Thursday,0,Sep,0,11,High,73.0,9.89,55.0,6.78105762593618,6.996132679047649,6.952443729181433,0.26213369919728446,0.03744767131389738,4
2022-09-15,mit course ware,Broad match,B,7.06,5,Thursday,0,Sep,0,11,Low,8.0,2.64,9.19,10.407318772389159,9.939835896042796,9.973864253966857,0.20417014754436558,-0.017500298360945146,5
2022-09-15,mit ocw courses,Broad match,B,11.02,10,Thursday,0,Sep,0,11,Low,8.0,2.64,9.19,10.407318772389159,9.939835896042796,9.973864253966857,0.20417014754436558,-0.017500298360945146,4
2022-09-15,online engineering degree courses,Phrase match,B,2.21,1,Thursday,0,Sep,0,11,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2022-09-15,online certification courses for engineering,Broad match,B,9.61,5,Thursday,0,Sep,0,11,Missing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2022-09-15,.mit courses,Broad match,B,62.31,41,Thursday,0,Sep,0,11,Low,20.0,2.31,6.74,7.972810784121404,7.985622753084532,7.979216768602968,0.6059464705898376,0.037920018909938465,5
2022-09-15,system engineering training,Broad match,B,0.7,1,Thursday,0,Sep,0,11,High,77.0,2.84,9.17,3.9318256327243257,5.14166355650266,5.211728415493796,0.0,-0.03603335605258403,4
2022-09-15,system engineering training,Exact match,B,0.56,1,Thursday,0,Sep,0,11,High,77.0,2.84,9.17,3.9318256327243257,5.14166355650266,5.211728415493796,0.0,-0.03603335605258403,4
2022-09-15,systems engineering certificate online,Broad match,B,0.54,1,Thursday,0,Sep,0,11,High,82.0,4.15,11.06,3.4339872044851463,5.352680699100474,5.110848679895016,0.21019457697340638,0.11221862280014278,4
2022-09-15,rocket engine,Broad match,USA,7.29,3,Thursday,0,Sep,0,11,Medium,43.0,0.17,0.74,8.38958706681109,8.188966863648876,8.323402354193616,0.0,-0.080838385639113,3
2022-09-15,aerospace schools,Broad match,USA,8.6,1,Thursday,0,Sep,0,11,Low,22.0,2.37,9.89,5.968707559985366,5.837196602081799,5.804318862605908,0.19726643685535006,0.0281809195507644,4
2022-09-15,aviation engineer,Broad match,USA,1.94,1,Thursday,0,Sep,0,11,Low,16.0,2.43,13.01,7.170888478512505,6.996132679047649,6.952443729181433,0.26213369919728446,0.03744767131389738,3
2022-09-15,top aerospace companies,Broad match,USA,2.2,2,Thursday,0,Sep,0,11,Low,8.0,1.06,3.2,6.78105762593618,6.866189061522206,6.844906202625701,0.12769715337904053,0.0036484900965442317,2
2022-09-15,embedded systems engineering,Broad match,USA,4.23,2,Thursday,0,Sep,0,11,Low,12.0,1.27,8.12,7.3783837129967145,6.781057625936181,6.802340484832686,0.0,-0.01824245048272068,3
2022-09-15,marine propulsion engine,Broad match,USA,5.82,2,Thursday,0,Sep,0,11,Low,8.0,0.0,0.0,3.9318256327243257,2.828980049415072,2.721208855260897,0.6466271649250523,0.05542518556500439,3
2022-09-15,aerospace degree,Broad match,USA,45.1,3,Thursday,0,Sep,0,11,Medium,41.0,2.69,8.64,5.771441123130016,5.633493979258468,5.633493979258468,0.20692071580732208,0.023648081806551254,5
2022-09-15,aerospace aeronautical,Broad match,USA,1.41,1,Thursday,0,Sep,0,11,Low,5.0,0.0,0.0,3.044522437723423,2.613437661106721,2.613437661106721,0.0,-0.03695012371000289,3
2022-09-15,aerospace and engineering,Broad match,USA,8.26,3,Thursday,0,Sep,0,11,Low,1.0,0.86,7.5,6.78105762593618,6.581170926875743,6.580905032080346,0.3992416085300814,0.011589230960559789,3
2022-09-15,embedded systems programmer,Broad match,USA,1.85,1,Thursday,0,Sep,0,11,Low,25.0,1.73,8.71,5.564520407322694,5.9029520810335825,5.970356438862873,0.0,-0.03523042821306646,3
2022-09-15,aerospace programs,Broad match,USA,6.36,1,Thursday,0,Sep,0,11,Medium,36.0,3.26,10.76,4.948759890378168,4.643306636380506,4.643306636380506,0.0,0.0,3
2022-09-15,aerospace technology,Broad match,USA,3.49,1,Thursday,0,Sep,0,11,Low,9.0,2.09,6.43,6.78105762593618,7.167360482312371,7.038057630813796,0.3792468639759239,0.11044590743082437,3
2022-09-15,learn embedded systems,Broad match,USA,18.37,2,Thursday,0,Sep,0,11,Low,29.0,1.68,6.0,4.709530201312334,4.789273431000946,4.749401816156639,-0.23922968906583453,0.020505401919928903,4
2022-09-15,systems development engineer,Broad match,USA,1.9,1,Thursday,0,Sep,0,11,Low,8.0,1.65,10.94,4.2626798770413155,5.493632982707151,5.529076695014923,0.21266227384662706,-0.018228194901139486,3
2022-09-15,mit system engineering,Broad match,USA,86.13,14,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering,Exact match,USA,6.21,3,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering certificate,Broad match,USA,55.24,6,Thursday,0,Sep,0,11,High,75.0,2.4,9.08,3.9318256327243257,4.51085950651685,4.510859506516851,0.0,0.0,5
2022-09-15,mit systems engineering,Phrase match,USA,23.8,4,Thursday,0,Sep,0,11,Medium,46.0,2.69,10.75,5.351858133476067,5.4925416956517905,5.493087339179471,-0.20692071580732208,0.011730502012816033,4
2022-09-15,mit systems engineering masters,Broad match,USA,91.71,6,Thursday,0,Sep,0,11,Medium,60.0,4.27,17.3,3.713572066704308,3.3041656155645724,3.066572832489822,0.0,0.14444570368196977,5
2022-09-15,mit system engineering certificate,Broad match,USA,14.2,2,Thursday,0,Sep,0,11,High,75.0,2.4,9.08,3.9318256327243257,4.51085950651685,4.510859506516851,0.0,0.0,5
2022-09-15,mit systems engineering certificate,Exact match,USA,35.81,3,Thursday,0,Sep,0,11,High,75.0,2.4,9.08,3.9318256327243257,4.51085950651685,4.510859506516851,0.0,0.0,5
2022-09-15,mit architecture and systems engineering,Broad match,USA,61.55,8,Thursday,0,Sep,0,11,Medium,49.0,2.51,15.17,3.044522437723423,3.1743440266439973,3.2858522981408114,0.0,-0.117833647955082,4
2022-09-15,mit model based systems engineering,Broad match,USA,108.83,9,Thursday,0,Sep,0,11,Medium,45.0,0.0,0.0,2.3978952727983707,2.958801638335647,2.8938908438753597,1.0360919316867756,0.018687700113100437,4
2022-09-15,mit architecture and systems engineering,Exact match,USA,9.31,2,Thursday,0,Sep,0,11,Medium,49.0,2.51,15.17,3.044522437723423,3.1743440266439973,3.2858522981408114,0.0,-0.117833647955082,4
2022-09-15,mit systems engineering certificate,Phrase match,USA,31.92,1,Thursday,0,Sep,0,11,High,75.0,2.4,9.08,3.9318256327243257,4.51085950651685,4.510859506516851,0.0,0.0,5
2022-09-15,mit mbse certificate,Broad match,USA,30.95,2,Thursday,0,Sep,0,11,Medium,57.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,4
2022-09-15,mit systems architecture,Broad match,USA,0.39,3,Thursday,0,Sep,0,11,Medium,63.0,2.97,11.89,2.3978952727983707,2.3978952727983707,2.505666466952546,0.0,-0.018475061855001446,4
2022-09-15,mit xpro systems engineering,Broad match,USA,23.56,3,Thursday,0,Sep,0,11,Medium,53.0,4.25,18.02,3.044522437723423,4.042110380829989,4.00573478649332,0.33085424431698973,0.018707448516001427,5
2022-09-15,mit xpro systems engineering,Exact match,USA,102.84,7,Thursday,0,Sep,0,11,Medium,53.0,4.25,18.02,3.044522437723423,4.042110380829989,4.00573478649332,0.33085424431698973,0.018707448516001427,5
2022-09-15,mitx systems engineering,Exact match,USA,10.33,1,Thursday,0,Sep,0,11,Medium,57.0,2.37,12.98,2.3978952727983707,2.958801638335647,2.786119649721184,0.38946476676172326,0.11106300938810779,5
2022-09-15,mitx systems engineering,Phrase match,USA,2.77,1,Thursday,0,Sep,0,11,Medium,57.0,2.37,12.98,2.3978952727983707,2.958801638335647,2.786119649721184,0.38946476676172326,0.11106300938810779,5
2022-09-15,cis degree,Phrase match,USA,3.38,1,Thursday,0,Sep,0,11,Medium,34.0,6.93,23.31,6.580639137284949,7.15267565694148,7.1617820677269926,0.46962893368149405,0.007173573566548096,5
2022-09-15,information technology courses,Phrase match,USA,2.93,1,Thursday,0,Sep,0,11,Medium,56.0,6.54,35.41,5.968707559985366,7.083510578780078,7.083510578780078,0.26213369919728446,-2.3952390736185767e-16,4
2022-09-15,information technology certificate,Phrase match,USA,8.32,2,Thursday,0,Sep,0,11,High,76.0,5.0,16.64,4.51085950651685,5.281793274484932,5.35226941628827,0.0,-0.03638588417732962,5
2022-09-15,information systems masters online,Phrase match,USA,3.31,1,Thursday,0,Sep,0,11,Medium,45.0,9.01,37.01,6.580639137284949,6.714251463052437,6.7142514630524355,0.0,0.011452485065784463,5
2022-09-15,it degree programs,Phrase match,USA,20.18,2,Thursday,0,Sep,0,11,Medium,37.0,11.68,52.74,5.564520407322694,5.013061112419666,4.828183874400087,0.19290366612449183,0.11745540017692528,5
2022-09-15,online engineering degree courses,Phrase match,USA,33.08,4,Thursday,0,Sep,0,11,Low,21.0,0.0,0.0,2.3978952727983707,2.3978952727983707,2.3978952727983707,0.0,-1.7964293052139324e-16,5
2022-09-15,mis course,Phrase match,USA,1.39,1,Thursday,0,Sep,0,11,Low,32.0,3.5,13.23,5.351858133476067,5.972005317740382,5.970356438862873,0.20715971012039525,0.023958060392761514,4
2022-09-15,electronic health records course,Phrase match,USA,3.36,2,Thursday,0,Sep,0,11,High,75.0,3.87,14.22,3.9318256327243257,3.6931283013045935,3.886386120783453,0.49783842823917945,-0.11829569255009874,4
2022-09-15,online technology courses,Phrase match,USA,46.97,5,Thursday,0,Sep,0,11,Low,17.0,5.22,34.91,4.948759890378168,4.411629985131655,4.419881474244996,0.44685032427101845,0.03547237438437015,4
2022-09-15,gis certification courses,Phrase match,USA,6.56,2,Thursday,0,Sep,0,11,Medium,54.0,2.53,9.11,4.2626798770413155,3.6931283013045935,3.6282175068443063,0.2795848622191617,0.07161410166419821,5
2022-09-15,gis certification programs,Phrase match,USA,3.23,1,Thursday,0,Sep,0,11,Medium,50.0,2.28,8.31,6.580639137284949,6.379440808265604,6.243127420832283,0.19882311987885082,0.08139615108335303,5
2022-09-15,online tech courses,Phrase match,USA,21.27,4,Thursday,0,Sep,0,11,Low,27.0,6.37,37.94,5.771441123130016,6.3818160174060985,6.313166434972653,0.0,0.047073999382933975,4
2022-09-15,model based systems engineering course,Exact match,USA,72.52,1,Thursday,0,Sep,0,11,High,82.0,2.83,8.0,3.713572066704308,4.643306636380506,4.643306636380506,-0.19867069479548416,1.1976195368092883e-16,4
2022-09-15,sysml training,Broad match,USA,5.58,1,Thursday,0,Sep,0,11,Medium,62.0,1.63,5.06,4.2626798770413155,4.709530201312334,4.641814979645556,0.0,0.07402954333359162,4
2022-09-15,mbse training,Broad match,USA,9.04,2,Thursday,0,Sep,0,11,Medium,61.0,2.59,7.15,3.9318256327243257,4.577083071448678,4.610194853914592,0.0,-0.039734138959096665,4
2022-09-15,control systems course,Broad match,USA,77.2,6,Thursday,0,Sep,0,11,Low,18.0,2.13,5.94,4.709530201312334,4.428132963358339,4.386769691779083,0.2481796294755343,0.021272539669331576,4
2022-09-15,mbse training,Exact match,USA,14.17,1,Thursday,0,Sep,0,11,Medium,61.0,2.59,7.15,3.9318256327243257,4.577083071448678,4.610194853914592,0.0,-0.039734138959096665,4
2022-09-15,system engineering training,Exact match,USA,31.87,1,Thursday,0,Sep,0,11,High,77.0,2.84,9.17,3.9318256327243257,5.14166355650266,5.211728415493796,0.0,-0.03603335605258403,4
